2026-08-18 08:34:56 | INFO | model_worker | args: Namespace(host='0.0.0.0', port=40000, worker_address='http://localhost:40000', controller_address='http://localhost:10000', model_name='LLaMA-Omni2-7B-Bilingual', model_path='models/LLaMA-Omni2-7B-Bilingual', limit_model_concurrency=5, stream_interval=1, no_register=False)
2026-08-18 08:43:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:44:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:44:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:44:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:44:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:45:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:45:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:45:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:45:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:46:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:46:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:46:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:46:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:47:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:47:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:47:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:47:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:48:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:48:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:48:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:48:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:49:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:49:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:49:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:49:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:50:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:50:18 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:50:33 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:50:48 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:51:03 | INFO | model_worker | Send heart beat. Models: ['LLaMA-Omni2-7B-Bilingual']. Semaphore: None. global_counter: 0
2026-08-18 08:51:03 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='localhost', port=10000): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError("HTTPConnection(host='localhost', port=10000): Failed to establish a new connection: [Errno 111] Connection refused"))
2026-08-18 08:51:08 | ERROR | model_worker | heart beat error: HTTPConnectionPool(host='localhost', port=10000): Max retries exceeded with url: /receive_heart_beat (Caused by NewConnectionError("HTTPConnection(host='localhost', port=10000): Failed to establish a new connection: [Errno 111] Connection refused"))
2026-08-18 08:51:09 | ERROR | stderr | [32mINFO[0m:     Shutting down
2026-08-18 08:51:10 | ERROR | stderr | [32mINFO[0m:     Waiting for application shutdown.
2026-08-18 08:51:10 | ERROR | stderr | [32mINFO[0m:     Application shutdown complete.
2026-08-18 08:51:10 | ERROR | stderr | [32mINFO[0m:     Finished server process [[36m78186[0m]
2026-08-18 08:51:10 | ERROR | stderr | Traceback (most recent call last):
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/runpy.py", line 196, in _run_module_as_main
2026-08-18 08:51:10 | ERROR | stderr |     return _run_code(code, main_globals, None,
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/runpy.py", line 86, in _run_code
2026-08-18 08:51:10 | ERROR | stderr |     exec(code, run_globals)
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/carer.ai/LLaMA-Omni2-main/llama_omni2/serve/model_worker.py", line 287, in <module>
2026-08-18 08:51:10 | ERROR | stderr |     uvicorn.run(app, host=args.host, port=args.port, log_level="info")
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/uvicorn/main.py", line 577, in run
2026-08-18 08:51:10 | ERROR | stderr |     server.run()
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/uvicorn/server.py", line 65, in run
2026-08-18 08:51:10 | ERROR | stderr |     return asyncio.run(self.serve(sockets=sockets))
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/asyncio/runners.py", line 44, in run
2026-08-18 08:51:10 | ERROR | stderr |     return loop.run_until_complete(main)
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/loop.pyx", line 1512, in uvloop.loop.Loop.run_until_complete
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/loop.pyx", line 1505, in uvloop.loop.Loop.run_until_complete
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/loop.pyx", line 1379, in uvloop.loop.Loop.run_forever
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/loop.pyx", line 557, in uvloop.loop.Loop._run
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/loop.pyx", line 476, in uvloop.loop.Loop._on_idle
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/cbhandles.pyx", line 83, in uvloop.loop.Handle._run
2026-08-18 08:51:10 | ERROR | stderr |   File "uvloop/cbhandles.pyx", line 63, in uvloop.loop.Handle._run
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/uvicorn/server.py", line 68, in serve
2026-08-18 08:51:10 | ERROR | stderr |     with self.capture_signals():
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/contextlib.py", line 142, in __exit__
2026-08-18 08:51:10 | ERROR | stderr |     next(self.gen)
2026-08-18 08:51:10 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/uvicorn/server.py", line 328, in capture_signals
2026-08-18 08:51:10 | ERROR | stderr |     signal.raise_signal(captured_signal)
2026-08-18 08:51:10 | ERROR | stderr | KeyboardInterrupt
